txId,timestep,community,pcid,label
209723629.0,20,12,12,0
209709679.0,20,19,18,1
210628279.0,20,22,21,0
210369097.0,20,22,21,0
209972181.0,20,43,41,0
9275272.0,20,17,16,0
209064416.0,20,2,2,0
110276377.0,20,8,8,1
209971737.0,20,44,42,0
32023895.0,20,45,43,0
209866894.0,20,29,28,0
140042478.0,20,24,23,0
209045711.0,20,24,23,0
209836059.0,20,2,2,0
209799189.0,20,23,22,0
209922231.0,20,46,44,0
210230813.0,20,17,16,0
209815595.0,20,11,11,0
54335231.0,20,11,11,0
209813841.0,20,23,22,0
210642702.0,20,23,22,0
209060600.0,20,28,27,0
209804657.0,20,2,2,0
209485498.0,20,24,23,0
209799194.0,20,23,22,0
209058193.0,20,47,45,1
208944877.0,20,48,46,0
25154813.0,20,91,32,0
209723672.0,20,10,10,0
211084916.0,20,49,47,1
209923003.0,20,22,21,1
2272609.0,20,3,3,0
209922935.0,20,22,21,1
209922929.0,20,22,21,0
209537361.0,20,24,23,0
43447701.0,20,10,10,0
208921748.0,20,14,14,0
209562939.0,20,14,14,0
210624700.0,20,50,48,1
209966110.0,20,51,49,0
210660956.0,20,40,39,0
209922528.0,20,46,44,1
208900651.0,20,4,4,0
211086885.0,20,52,50,1
208935742.0,20,2,2,0
209682872.0,20,7,7,1
208911970.0,20,23,22,0
118790722.0,20,53,51,0
209834452.0,20,29,28,0
209479787.0,20,24,23,0
23002760.0,20,24,23,0
209539892.0,20,29,28,0
209597151.0,20,54,52,0
208970579.0,20,17,16,0
209889755.0,20,17,16,0
210628188.0,20,21,20,0
210713464.0,20,55,53,0
1533983.0,20,4,4,0
211169275.0,20,4,4,0
209972877.0,20,56,54,0
209030336.0,20,57,55,0
209129597.0,20,57,55,0
209867187.0,20,29,28,0
211152178.0,20,58,56,0
209515365.0,20,4,4,0
209485038.0,20,21,20,0
209555134.0,20,21,20,0
209722184.0,20,24,23,1
209514218.0,20,59,57,0
209522524.0,20,60,58,1
87632830.0,20,24,23,0
209161715.0,20,61,59,0
209052413.0,20,62,60,0
209054636.0,20,63,61,1
209798859.0,20,15,6,0
209798851.0,20,15,6,0
209785327.0,20,28,27,0
209057696.0,20,65,62,1
210624703.0,20,66,63,1
190440214.0,20,21,20,0
209796911.0,20,67,64,0
209527608.0,20,68,65,1
211083061.0,20,68,65,1
2107102.0,20,11,11,0
209498993.0,20,69,66,0
53158431.0,20,21,20,0
209673899.0,20,24,23,0
94429635.0,20,3,3,0
208959966.0,20,14,14,0
209150797.0,20,14,14,0
209799187.0,20,4,4,0
209982244.0,20,28,27,0
209523687.0,20,70,67,1
209723687.0,20,10,10,0
209836829.0,20,22,21,0
211181064.0,20,71,68,0
209052730.0,20,72,69,1
209975318.0,20,11,11,0
209539876.0,20,29,28,0
209539728.0,20,29,28,0
209964071.0,20,73,70,0
209673948.0,20,3,3,0
209678295.0,20,21,20,0
209045719.0,20,15,6,0
209674266.0,20,15,6,0
209922538.0,20,21,20,0
209866533.0,20,3,3,0
209866360.0,20,3,3,0
210570551.0,20,75,71,0
209922222.0,20,17,16,1
209680209.0,20,76,72,1
210943583.0,20,77,73,0
209864872.0,20,62,60,0
210573258.0,20,78,74,0
209669184.0,20,79,75,0
209505350.0,20,80,76,0
209046118.0,20,3,3,0
209541751.0,20,8,8,1
209482814.0,20,10,10,1
209921572.0,20,17,16,0
209867496.0,20,11,11,0
209867494.0,20,11,11,0
210636318.0,20,81,77,1
209479777.0,20,14,14,0
210662684.0,20,82,78,0
163919062.0,20,83,79,0
209499242.0,20,84,80,0
209499240.0,20,84,80,0
209537525.0,20,29,28,0
55070629.0,20,26,25,0
209525408.0,20,85,81,1
25154839.0,20,86,82,0
25154862.0,20,86,82,0
104483720.0,20,3,3,0
209923327.0,20,7,7,1
210624706.0,20,87,83,1
209080442.0,20,4,4,0
209961356.0,20,3,3,0
210708869.0,20,3,3,0
209565381.0,20,88,84,0
209921515.0,20,21,20,1
54618280.0,20,89,85,1
209809733.0,20,17,16,0
208970977.0,20,90,86,0
210625257.0,20,91,32,0
210639090.0,20,91,32,1
209982240.0,20,57,55,0
210846805.0,20,57,55,0
209521902.0,20,92,87,1
51394168.0,20,93,88,1
209814125.0,20,11,11,0
209722177.0,20,24,23,1
209045705.0,20,22,21,0
210624713.0,20,94,89,1
209485480.0,20,29,28,0
43531652.0,20,95,90,1
209525755.0,20,95,90,1
209922530.0,20,46,44,1
209485040.0,20,21,20,0
209809720.0,20,21,20,0
209844295.0,20,96,91,0
22226403.0,20,21,20,0
208969679.0,20,97,92,0
211170015.0,20,97,92,0
51394132.0,20,98,93,1
209596325.0,20,99,94,0
209531144.0,20,100,95,0
209555593.0,20,84,80,0
209485137.0,20,4,4,0
209673883.0,20,15,6,0
209673652.0,20,15,6,0
209485057.0,20,21,20,0
209485610.0,20,101,96,0
209805172.0,20,45,43,0
210625509.0,20,45,43,0
209051931.0,20,102,97,0
209782043.0,20,57,55,0
209518121.0,20,91,32,0
8203186.0,20,28,27,0
209973678.0,20,28,27,0
209532554.0,20,4,4,0
208921478.0,20,24,23,0
209672239.0,20,91,32,0
209518125.0,20,91,32,0
209499458.0,20,103,98,0
209842056.0,20,22,21,0
209836334.0,20,22,21,0
209515363.0,20,4,4,0
209806741.0,20,4,4,0
208947780.0,20,15,6,0
209485044.0,20,21,20,0
208901445.0,20,45,43,0
40168070.0,20,104,99,1
209093960.0,20,19,18,1
209118496.0,20,23,22,0
209050020.0,20,19,18,1
208960717.0,20,24,23,0
209596327.0,20,105,100,0
209531348.0,20,4,4,0
210642506.0,20,106,101,1
210387347.0,20,106,101,1
209526041.0,20,107,102,1
209695001.0,20,34,33,0
209695805.0,20,14,14,0
210624712.0,20,108,103,1
210646674.0,20,108,103,1
210638486.0,20,8,8,1
209970528.0,20,109,104,0
209701336.0,20,29,28,1
209485497.0,20,29,28,0
209805537.0,20,110,105,1
209524165.0,20,10,10,1
209498992.0,20,23,22,0
210624696.0,20,23,22,1
209514213.0,20,59,57,0
209118257.0,20,3,3,0
209723625.0,20,3,3,0
209518732.0,20,86,82,0
211083408.0,20,86,82,1
50104984.0,20,111,106,0
209830521.0,20,15,6,0
208904532.0,20,15,6,0
209077871.0,20,15,6,0
209160064.0,20,112,107,0
210957067.0,20,7,7,0
210368118.0,20,7,7,0
209970510.0,20,113,108,0
210636338.0,20,114,109,1
210930666.0,20,115,110,0
209482592.0,20,11,11,0
210635499.0,20,116,111,1
209521884.0,20,117,112,1
209867201.0,20,3,3,0
209893004.0,20,14,14,0
209921551.0,20,21,20,1
209722453.0,20,24,23,1
208969173.0,20,62,60,0
209710576.0,20,19,18,1
209490127.0,20,19,18,1
209838463.0,20,4,4,0
210507246.0,20,118,113,1
209695412.0,20,119,114,0
209817923.0,20,120,115,0
209531334.0,20,121,116,0
209839480.0,20,4,4,0
209510541.0,20,122,117,0
95117503.0,20,122,117,0
209490129.0,20,19,18,1
115333920.0,20,19,18,1
210201894.0,20,15,6,0
209826714.0,20,29,28,1
208900640.0,20,15,6,0
209972888.0,20,10,10,0
209522339.0,20,123,118,1
210627653.0,20,7,7,0
3566826.0,20,3,3,0
209906191.0,20,17,16,0
209946183.0,20,124,119,1
8521092.0,20,11,11,0
209681283.0,20,125,120,1
209478840.0,20,91,32,0
109730813.0,20,91,32,1
210574441.0,20,126,121,0
210628292.0,20,126,121,0
14944210.0,20,11,11,0
209478843.0,20,91,32,0
211090711.0,20,91,32,1
211119485.0,20,21,20,0
209694846.0,20,127,122,0
208960226.0,20,128,123,0
210626820.0,20,4,4,0
52704100.0,20,26,25,0
211092116.0,20,129,124,0
209822485.0,20,130,125,1
209704313.0,20,131,126,0
209587871.0,20,3,3,0
209974893.0,20,3,3,0
209519073.0,20,29,28,0
208902769.0,20,7,7,0
209043823.0,20,7,7,0
209806124.0,20,3,3,0
209671004.0,20,10,10,0
209809064.0,20,91,32,1
211085325.0,20,132,127,1
209541479.0,20,19,18,1
83525154.0,20,11,11,0
121459474.0,20,28,27,0
209922529.0,20,46,44,1
143959970.0,20,133,128,0
209596331.0,20,134,129,0
209833927.0,20,10,10,0
209946505.0,20,135,130,1
20002498.0,20,13,13,0
209525931.0,20,136,131,1
209596738.0,20,137,132,0
77782188.0,20,2,2,0
210670745.0,20,2,2,0
208909714.0,20,15,6,0
210624882.0,20,138,133,1
211078006.0,20,7,7,0
209053064.0,20,139,134,1
209065141.0,20,140,135,0
209895646.0,20,141,136,0
209118635.0,20,84,80,0
209723662.0,20,84,80,0
209499380.0,20,1,1,0
209042752.0,20,21,20,0
209671389.0,20,21,20,0
209499638.0,20,1,1,0
209535127.0,20,1,1,0
53118222.0,20,15,6,0
209478837.0,20,23,22,0
209946514.0,20,23,22,1
209922228.0,20,17,16,1
209812911.0,20,17,16,0
209493623.0,20,19,18,1
209493620.0,20,19,18,1
83525157.0,20,3,3,0
83525156.0,20,3,3,0
208904726.0,20,24,23,0
209037145.0,20,8,8,0
138359626.0,20,4,4,0
209946527.0,20,142,137,0
209139836.0,20,143,138,0
210373225.0,20,144,139,1
209050851.0,20,145,140,1
208961542.0,20,8,8,0
210394281.0,20,91,32,1
211095800.0,20,146,141,0
209695451.0,20,4,4,0
9801858.0,20,147,142,0
58865613.0,20,148,143,0
150067970.0,20,149,144,0
209923005.0,20,22,21,1
58918333.0,20,150,145,0
210624701.0,20,151,146,1
209918748.0,20,152,147,0
209478839.0,20,23,22,0
209705074.0,20,153,148,0
58913964.0,20,12,12,0
209867499.0,20,12,12,0
209798862.0,20,15,6,0
209522313.0,20,154,149,1
209796394.0,20,10,10,0
209834203.0,20,155,150,0
208931358.0,20,156,151,0
210625512.0,20,10,10,0
210366116.0,20,10,10,0
209822487.0,20,157,152,1
209533785.0,20,14,14,0
209044304.0,20,7,7,0
209523197.0,20,86,82,1
51018142.0,20,86,82,0
30886080.0,20,86,82,0
210507234.0,20,24,23,0
210636771.0,20,158,153,1
209088168.0,20,3,3,0
209970537.0,20,3,3,0
209070934.0,20,159,154,0
209843368.0,20,159,154,0
209530380.0,20,2,2,0
209138562.0,20,160,155,0
209972861.0,20,160,155,0
208913476.0,20,23,22,0
120843705.0,20,23,22,0
209554638.0,20,3,3,0
209823054.0,20,8,8,1
209822489.0,20,161,156,0
209970545.0,20,162,157,0
209722170.0,20,24,23,1
209125712.0,20,4,4,0
209479724.0,20,7,7,0
27653479.0,20,91,32,0
209499243.0,20,3,3,0
209051209.0,20,163,158,0
209480688.0,20,15,6,0
77775952.0,20,15,6,0
210403106.0,20,23,22,1
3783350.0,20,11,11,0
209818218.0,20,164,159,0
209512730.0,20,28,27,0
210624884.0,20,165,160,1
208928467.0,20,40,39,0
209797619.0,20,15,6,0
209942282.0,20,15,6,0
209061548.0,20,166,161,0
209811752.0,20,166,161,0
209537369.0,20,24,23,0
209510523.0,20,3,3,0
209970515.0,20,167,162,0
209961366.0,20,84,80,0
210709810.0,20,84,80,0
209796391.0,20,10,10,0
211120424.0,20,168,163,0
26303286.0,20,15,6,0
209521882.0,20,15,6,1
209680771.0,20,169,164,1
209533786.0,20,14,14,0
51619871.0,20,170,165,0
209922541.0,20,21,20,1
210646327.0,20,171,166,1
209517884.0,20,3,3,0
209878477.0,20,1,1,0
209487354.0,20,172,167,0
209866556.0,20,84,80,0
209530780.0,20,10,10,0
209531124.0,20,173,168,0
209523824.0,20,174,169,1
210637584.0,20,91,32,1
210642271.0,20,175,170,1
209837589.0,20,176,171,0
209685497.0,20,177,172,0
209037166.0,20,8,8,0
208909658.0,20,14,14,0
210397358.0,20,14,14,0
209531037.0,20,29,28,0
208910380.0,20,91,32,0
211092325.0,20,178,173,0
209118261.0,20,21,20,0
210644771.0,20,179,174,0
33428696.0,20,19,18,1
209515367.0,20,4,4,0
209590611.0,20,57,55,0
209532564.0,20,17,16,0
209571418.0,20,91,32,0
211087780.0,20,180,175,1
209801054.0,20,181,176,0
22995113.0,20,26,25,0
210636309.0,20,45,43,1
209028819.0,20,57,55,0
209825447.0,20,182,177,0
208911102.0,20,183,178,0
209689418.0,20,184,179,0
208931411.0,20,185,180,0
209972906.0,20,186,181,0
208991798.0,20,187,182,0
25155718.0,20,91,32,0
209029156.0,20,57,55,0
209485035.0,20,21,20,0
208909650.0,20,14,14,0
209488132.0,20,188,183,0
209522039.0,20,14,14,0
209867207.0,20,11,11,0
209867206.0,20,11,11,0
46932930.0,20,189,184,1
209486126.0,20,97,92,0
210636396.0,20,190,185,1
209522297.0,20,191,186,1
209517742.0,20,45,43,0
209811519.0,20,166,161,0
209486818.0,20,29,28,1
209077867.0,20,24,23,0
209511361.0,20,57,55,0
209511358.0,20,57,55,0
209052468.0,20,15,6,0
209706038.0,20,40,39,0
58112623.0,20,192,187,0
209521972.0,20,193,188,1
208904961.0,20,15,6,0
209045471.0,20,15,6,0
209814467.0,20,3,3,0
210672250.0,20,3,3,0
210643790.0,20,194,189,1
209086584.0,20,8,8,0
209946889.0,20,195,190,1
209531708.0,20,196,191,0
209965106.0,20,14,14,0
209522042.0,20,14,14,0
209674268.0,20,24,23,0
209798844.0,20,24,23,0
211087789.0,20,197,192,1
209571107.0,20,29,28,1
209807092.0,20,198,193,1
209694819.0,20,10,10,1
209518754.0,20,24,23,0
140975824.0,20,24,23,0
209488424.0,20,199,194,0
209479773.0,20,14,14,0
210624705.0,20,200,195,1
208921741.0,20,14,14,0
209064129.0,20,201,196,0
209677633.0,20,202,197,1
209053077.0,20,203,198,0
209867501.0,20,23,22,0
208944591.0,20,4,4,0
208948658.0,20,21,20,0
210508856.0,20,10,10,1
208928076.0,20,204,199,0
209516184.0,20,91,32,0
211091078.0,20,205,200,1
209794828.0,20,23,22,0
209046121.0,20,15,6,0
210367157.0,20,206,201,1
210396663.0,20,23,22,1
209722450.0,20,24,23,1
850645.0,20,7,7,0
209482853.0,20,7,7,0
209682060.0,20,207,202,1
210640850.0,20,208,203,1
209970517.0,20,2,2,0
208993106.0,20,3,3,0
81834567.0,20,3,3,0
209067879.0,20,209,204,0
208997267.0,20,210,205,0
209065945.0,20,211,206,0
53329746.0,20,10,10,1
209701749.0,20,29,28,1
209485488.0,20,29,28,1
209485047.0,20,21,20,0
209681263.0,20,212,207,1
209805526.0,20,213,208,0
209798861.0,20,29,28,0
209680861.0,20,214,209,1
209682855.0,20,7,7,1
54268187.0,20,215,210,0
209701751.0,20,29,28,1
210233475.0,20,216,211,0
209045696.0,20,217,212,0
96382692.0,20,217,212,0
210975906.0,20,218,213,0
209866541.0,20,21,20,0
210642699.0,20,23,22,1
209709674.0,20,19,18,1
211119690.0,20,219,214,0
209796397.0,20,91,32,0
209722461.0,20,24,23,1
209515844.0,20,91,32,0
209879340.0,20,220,215,0
209796165.0,20,3,3,0
208925967.0,20,15,6,0
209483930.0,20,221,216,1
209522745.0,20,222,217,1
209030341.0,20,4,4,0
209517738.0,20,45,43,0
211083395.0,20,45,43,1
209723655.0,20,23,22,0
210628282.0,20,78,74,0
208963301.0,20,28,27,0
209577997.0,20,28,27,0
209682852.0,20,223,218,1
209922226.0,20,17,16,1
74075669.0,20,26,25,0
210652905.0,20,3,3,0
211088967.0,20,224,219,1
209052847.0,20,225,220,1
209512149.0,20,13,13,0
209521989.0,20,10,10,1
209051283.0,20,14,14,0
209921981.0,20,17,16,1
209596024.0,20,226,221,0
209541747.0,20,19,18,1
209979041.0,20,227,222,0
209499350.0,20,228,223,1
209480690.0,20,15,6,0
209093705.0,20,19,18,1
209555131.0,20,12,12,0
209522272.0,20,229,224,1
208959034.0,20,230,225,0
209970507.0,20,2,2,0
209561689.0,20,17,16,0
209522541.0,20,10,10,1
210643786.0,20,50,48,1
209522526.0,20,231,226,1
208967566.0,20,3,3,0
210943573.0,20,232,227,0
211083401.0,20,233,228,1
209031542.0,20,57,55,0
210365374.0,20,29,28,0
209499246.0,20,3,3,0
209062970.0,20,234,229,0
209669583.0,20,69,66,0
83525158.0,20,11,11,0
210278727.0,20,7,7,0
210640144.0,20,86,82,1
210646334.0,20,235,230,0
210412384.0,20,23,22,1
209979679.0,20,59,57,0
209683499.0,20,21,20,0
209068753.0,20,236,231,0
209522305.0,20,237,232,1
209681254.0,20,238,233,1
210627663.0,20,7,7,0
209751853.0,20,239,234,0
209727886.0,20,240,235,1
210643804.0,20,241,236,1
209053086.0,20,142,137,0
122707305.0,20,242,237,0
210635984.0,20,243,238,1
210635981.0,20,243,238,1
210206969.0,20,21,20,0
209526176.0,20,244,239,1
209685477.0,20,245,240,0
209521887.0,20,246,241,1
85694207.0,20,28,27,0
210389656.0,20,28,27,0
209527133.0,20,247,242,1
210366127.0,20,91,32,0
208931582.0,20,19,18,1
210320960.0,20,248,243,1
209539733.0,20,29,28,1
209522304.0,20,237,232,1
209063361.0,20,249,244,0
208917612.0,20,28,27,0
208969303.0,20,15,6,0
209525247.0,20,10,10,1
209050327.0,20,250,245,1
210871896.0,20,26,25,0
209681387.0,20,28,27,1
209539886.0,20,29,28,0
210638488.0,20,8,8,1
209061557.0,20,251,246,0
209063357.0,20,252,247,0
209682050.0,20,86,82,1
210380262.0,20,91,32,0
209682048.0,20,86,82,1
208992305.0,20,253,248,0
42834266.0,20,253,248,0
210638701.0,20,254,249,1
209522533.0,20,255,250,1
163784570.0,20,21,20,0
209691967.0,20,7,7,0
209866555.0,20,84,80,0
209053093.0,20,256,251,1
209485037.0,20,21,20,0
210368815.0,20,78,74,0
210370556.0,20,126,121,0
209568490.0,20,4,4,0
24051859.0,20,19,18,1
208948655.0,20,84,80,0
106087814.0,20,11,11,0
209051294.0,20,14,14,0
209695804.0,20,14,14,0
209677582.0,20,46,44,1
50942668.0,20,15,6,0
210370539.0,20,15,6,0
211083096.0,20,257,252,1
209798867.0,20,4,4,0
209923309.0,20,7,7,1
208948278.0,20,3,3,0
209531135.0,20,3,3,0
34570609.0,20,86,82,1
210645872.0,20,166,161,0
210232205.0,20,166,161,0
53285642.0,20,258,253,0
209803038.0,20,91,32,1
209679681.0,20,259,254,0
210638695.0,20,259,254,0
210248451.0,20,260,255,0
209674257.0,20,15,6,0
209971709.0,20,261,256,0
209503437.0,20,262,257,0
209482841.0,20,263,258,1
209522034.0,20,264,259,1
209842041.0,20,22,21,0
210628998.0,20,4,4,0
210232606.0,20,4,4,0
60114653.0,20,11,11,1
80279852.0,20,86,82,0
209522528.0,20,104,99,1
209052474.0,20,265,260,1
209140981.0,20,266,261,0
209962612.0,20,267,262,0
209729963.0,20,17,16,0
209809451.0,20,17,16,0
209839780.0,20,4,4,0
209825801.0,20,268,263,0
209947246.0,20,269,264,1
209971173.0,20,270,265,0
209075128.0,20,271,266,0
208969667.0,20,48,46,0
145056524.0,20,48,46,0
209805539.0,20,108,103,1
208931388.0,20,19,18,1
210664815.0,20,272,267,0
209525915.0,20,273,268,1
209695448.0,20,26,25,0
20030272.0,20,91,32,0
209683500.0,20,21,20,0
209844170.0,20,274,269,0
209681391.0,20,86,82,1
209756766.0,20,4,4,0
209526419.0,20,10,10,1
209922542.0,20,21,20,1
208948283.0,20,12,12,0
209126997.0,20,275,270,0
209905144.0,20,276,271,0
209531343.0,20,277,272,0
209030643.0,20,59,57,0
209949491.0,20,278,273,0
209051194.0,20,279,274,0
209054313.0,20,280,275,1
209918743.0,20,281,276,0
209722188.0,20,24,23,1
209515366.0,20,4,4,0
209945629.0,20,153,148,1
209945016.0,20,10,10,1
209704311.0,20,282,277,0
209526055.0,20,283,278,1
210638473.0,20,284,279,1
38494021.0,20,285,280,0
209050859.0,20,286,281,1
209890590.0,20,287,282,1
209052396.0,20,227,222,0
209043819.0,20,2,2,0
211088962.0,20,23,22,1
209561676.0,20,17,16,0
210635497.0,20,116,111,1
209040244.0,20,21,20,0
210508548.0,20,288,283,0
209069871.0,20,289,284,0
209923009.0,20,22,21,1
210643424.0,20,290,285,1
209971727.0,20,291,286,0
209809062.0,20,292,287,1
209704312.0,20,293,288,0
209722458.0,20,24,23,1
58918503.0,20,294,289,0
209084102.0,20,2,2,0
210403108.0,20,295,290,1
208947999.0,20,161,156,0
210655664.0,20,3,3,0
209050862.0,20,296,291,1
81827657.0,20,97,92,0
209971407.0,20,297,292,0
208930291.0,20,19,18,1
209730304.0,20,17,16,0
211088954.0,20,86,82,1
209482870.0,20,161,156,0
209825743.0,20,298,293,0
209970505.0,20,299,294,0
209922227.0,20,17,16,1
209922229.0,20,17,16,1
210636827.0,20,300,295,1
209059761.0,20,301,296,0
210368812.0,20,23,22,0
107364854.0,20,4,4,1
210944633.0,20,29,28,1
209054965.0,20,21,20,1
209922540.0,20,21,20,1
211090714.0,20,302,297,1
211089021.0,20,47,45,1
209125646.0,20,25,24,0
209924804.0,20,142,137,0
209687545.0,20,303,298,0
209685076.0,20,304,299,0
209950868.0,20,305,300,0
210639339.0,20,306,301,1
208930307.0,20,19,18,1
210510738.0,20,307,302,1
209141540.0,20,308,303,0
133212313.0,20,29,28,1
210642754.0,20,11,11,0
209807087.0,20,309,304,0
210380697.0,20,310,305,0
209753752.0,20,58,56,0
210239451.0,20,8,8,1
209524153.0,20,311,306,1
209044340.0,20,7,7,0
211184525.0,20,312,307,0
209894140.0,20,313,308,0
209838453.0,20,4,4,0
209701748.0,20,29,28,1
209961474.0,20,12,12,0
210657608.0,20,12,12,0
209064452.0,20,314,309,0
209680989.0,20,315,310,0
209531711.0,20,196,191,0
211101452.0,20,91,32,1
209972893.0,20,316,311,0
209803040.0,20,174,169,1
209970520.0,20,8,8,0
60102676.0,20,91,32,1
208931421.0,20,19,18,1
209922515.0,20,46,44,1
209678300.0,20,14,14,0
209923295.0,20,22,21,1
209521880.0,20,317,312,1
210628484.0,20,217,212,0
211087476.0,20,318,313,0
209067185.0,20,319,314,0
209045026.0,20,23,22,0
209946182.0,20,320,315,1
209522014.0,20,321,316,1
209828537.0,20,15,6,0
209678569.0,20,22,21,1
209888701.0,20,48,46,0
211089437.0,20,45,43,1
210448457.0,20,322,317,0
210405839.0,20,86,82,0
209527121.0,20,10,10,1
98922712.0,20,323,318,0
209071105.0,20,14,14,0
210642727.0,20,324,319,1
209825437.0,20,17,16,0
209490521.0,20,29,28,1
63472808.0,20,325,320,0
209084078.0,20,322,317,0
210368819.0,20,217,212,0
209509084.0,20,4,4,0
209124207.0,20,29,28,1
162721834.0,20,326,321,0
208969189.0,20,17,16,0
209539327.0,20,64,322,0
209949241.0,20,33,323,0
209922223.0,20,17,16,1
210636785.0,20,4,4,0
209039347.0,20,2,2,0
211085853.0,20,45,43,1
209921280.0,20,21,20,1
210506329.0,20,6,324,1
208952465.0,20,42,325,0
210368107.0,20,69,66,0
209946892.0,20,17,16,0
210710768.0,20,74,326,0
98975362.0,21,0,28,0
100074684.0,21,1,327,1
114011110.0,21,2,311,0
99276501.0,21,3,277,0
100084315.0,21,4,328,0
100421437.0,21,18,11,0
99226763.0,21,52,66,0
99322058.0,21,7,329,0
99191170.0,21,79,330,0
99128315.0,21,79,330,0
99245134.0,21,86,20,0
4125827.0,21,7,329,0
106950401.0,21,7,329,0
107134551.0,21,10,178,0
99675435.0,21,11,6,1
30441163.0,21,18,11,0
113979460.0,21,18,11,0
99932570.0,21,86,20,0
99191648.0,21,86,20,1
99245141.0,21,86,20,1
103353710.0,21,86,20,1
2064886.0,21,18,11,0
100081543.0,21,18,11,0
99933118.0,21,18,11,0
100087258.0,21,7,329,0
113919191.0,21,7,329,0
98961050.0,21,12,92,0
99204063.0,21,12,92,0
100045540.0,21,13,331,1
99813677.0,21,14,194,0
104167647.0,21,79,330,0
115125199.0,21,79,330,0
99191731.0,21,15,238,1
115075506.0,21,15,238,1
774002.0,21,16,332,0
100069286.0,21,16,332,0
99912236.0,21,16,332,0
98972906.0,21,17,55,0
99196117.0,21,17,55,0
99262612.0,21,16,332,0
99932854.0,21,30,21,0
99632314.0,21,19,38,1
113920446.0,21,16,332,0
99679765.0,21,7,329,0
99914539.0,21,20,333,0
9026523.0,21,18,11,0
100085868.0,21,7,329,0
99248997.0,21,21,171,0
99942105.0,21,22,284,0
98975347.0,21,0,28,0
99932567.0,21,0,28,0
99843177.0,21,16,332,0
99636195.0,21,23,334,1
99208677.0,21,12,92,0
100066839.0,21,12,92,0
99482975.0,21,25,267,0
3725934.0,21,16,332,0
3076292.0,21,16,332,0
39096544.0,21,7,329,0
99636464.0,21,26,23,0
99191240.0,21,27,232,1
99206385.0,21,27,232,1
99129103.0,21,18,11,0
115257849.0,21,18,11,0
100468040.0,21,18,11,0
99934810.0,21,12,92,0
115137631.0,21,29,114,0
115087634.0,21,30,21,0
115143840.0,21,31,177,0
99182419.0,21,52,66,0
99182194.0,21,52,66,0
99285096.0,21,33,335,0
12427320.0,21,7,329,0
108274160.0,21,7,329,0
99839747.0,21,30,21,0
99153137.0,21,34,212,0
98961059.0,21,7,329,0
114011092.0,21,35,307,0
99293471.0,21,26,23,0
99910400.0,21,37,336,1
102255550.0,21,16,332,0
115228585.0,21,7,329,0
99910402.0,21,38,337,1
98972922.0,21,26,23,0
99266332.0,21,39,237,0
115063916.0,21,40,301,1
108281388.0,21,30,21,0
99932566.0,21,30,21,0
99916028.0,21,41,137,0
100036944.0,21,42,338,1
105015540.0,21,43,339,0
99322056.0,21,7,329,0
98974981.0,21,44,148,0
99208702.0,21,44,148,1
100045365.0,21,23,334,1
103526560.0,21,45,340,0
98999374.0,21,46,341,0
99841330.0,21,46,341,0
