pcid,timestep,community,growth_rate,density_change,degree_change,fraud_growth,clustering_change,feature_drift,variance_drift,lifetime,persistence,average_match_score,node_churn,structural_stability,is_fraud_community,afei,feature_contributions
23,21,26,-0.2333333333333333,0.3043478260869565,-0.0683229813664596,-1.0,0.0,3.850782847889469,1.6155996629002356,4,0.8,0.7716,1.7666666666666666,0.8895027624309392,0,0.1893806560655632,"{'growth_rate': np.float64(0.023014780835881755), 'density_change': np.float64(0.03260869565217391), 'degree_change': np.float64(0.06033717834960072), 'fraud_growth': np.float64(0.0), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.009796772227653985), 'variance_drift': np.float64(0.003064515062075528), 'node_churn': np.float64(0.011507390417940877), 'structural_stability': np.float64(0.010788412722114388)}"
23,22,4,-0.1304347826086956,0.1500000000000001,-0.0033333333333333,0.0,0.0,6.695151250923798,1.0025645442215425,4,0.8,0.7716,1.8695652173913044,0.9513742071881608,1,0.2801625836407185,"{'growth_rate': np.float64(0.026216593538093344), 'density_change': np.float64(0.028750000000000005), 'degree_change': np.float64(0.06454603174603175), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.017336415369529186), 'variance_drift': np.float64(0.0023462647191736566), 'node_churn': np.float64(0.013108296769046674), 'structural_stability': np.float64(0.004747585852237019)}"
23,23,5,0.25,-0.2,0.0871794871794872,-1.0,0.0,13.48731125805076,2.28938504621767,4,0.8,0.7716,2.25,0.9126365054602184,0,0.2334764110015682,"{'growth_rate': np.float64(0.03805428134556576), 'density_change': np.float64(0.02), 'degree_change': np.float64(0.07040781440781443), 'fraud_growth': np.float64(0.0), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.03534057494380349), 'variance_drift': np.float64(0.003853942238210383), 'node_churn': np.float64(0.01902714067278288), 'structural_stability': np.float64(0.008529746595269228)}"
25,21,131,0.0,0.0,0.0,0.0,0.0,5.068131453712591,-0.2963165471061302,4,0.8,0.7503,2.0,1.0,0,0.2721342317221755,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.013023630625242106), 'variance_drift': np.float64(0.0008244566517245461), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
25,22,3,1.6666666666666667,-0.6250000000000001,0.1015625,0.0,0.0,3.331837258656834,0.0995836747223302,4,0.8,0.7503,3.6666666666666665,0.8050314465408805,0,0.3557743208942742,"{'growth_rate': np.float64(0.08213557594291541), 'density_change': np.float64(0.009374999999999998), 'degree_change': np.float64(0.07133928571428572), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.00842118932190582), 'variance_drift': np.float64(0.0012883052330197008), 'node_churn': np.float64(0.04106778797145771), 'structural_stability': np.float64(0.019035781064082952)}"
25,23,41,-0.75,3.0,-0.1489361702127659,0.0,0.0,4.930276709631565,0.0696296260489761,4,0.8,0.7503,1.25,0.4878892733564013,0,0.3525464459805945,"{'growth_rate': np.float64(0.006938073394495416), 'density_change': np.float64(0.1), 'degree_change': np.float64(0.05511651469098279), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.012658215380621656), 'variance_drift': np.float64(0.0012532101706400657), 'node_churn': np.float64(0.003469036697247708), 'structural_stability': np.float64(0.05)}"
28,21,0,-0.2857142857142857,0.3034482758620691,-0.0516129032258064,-0.4615384615384615,0.0,3.081884886897907,2.8668225753025287,2,0.4,0.87515,1.7142857142857142,0.894171474040183,1,0.2326551462821352,"{'growth_rate': np.float64(0.02138488422892093), 'density_change': np.float64(0.03258620689655173), 'degree_change': np.float64(0.06141935483870969), 'fraud_growth': np.float64(0.045687645687645696), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.007758633907664396), 'variance_drift': np.float64(0.004530485376821317), 'node_churn': np.float64(0.010692442114460465), 'structural_stability': np.float64(0.01033258243323889)}"
38,21,19,0.0,0.0,0.0,0.0,0.0,0.1767321885435085,0.0,3,0.6,0.9995333333333334,2.0,1.0,1,0.2595156426703019,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(5.786821399358832e-05), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
38,22,36,0.0,0.0,0.0,0.0,0.0,0.2361027135057836,0.0,3,0.6,0.9995333333333334,2.0,1.0,1,0.2596730177033264,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.0002152432470180797), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
39,21,91,0.0,0.0,0.0,0.0,0.0,7.874439953537694,1.0338928540080448,4,0.8,0.7692500000000001,2.0,1.0,0,0.2811315017195285,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.020462387367203093), 'variance_drift': np.float64(0.0023829699071165433), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
39,22,217,-0.2,0.2499999999999999,-0.0625,0.0,0.0,14.523917060733364,1.3785339154703558,4,0.8,0.7692500000000001,1.8,0.9056603773584904,0,0.3012396201107045,"{'growth_rate': np.float64(0.024051987767584104), 'density_change': np.float64(0.03125), 'degree_change': np.float64(0.06071428571428572), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.03808833357545132), 'variance_drift': np.float64(0.0027867617177829576), 'node_churn': np.float64(0.012025993883792052), 'structural_stability': np.float64(0.009210861805201443)}"
39,23,67,0.0,0.0,0.0,0.0,0.0,17.30573845515598,-0.6089577707848908,4,0.8,0.7692500000000001,2.0,1.0,0,0.3042064829509886,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.04546218169442406), 'variance_drift': np.float64(0.00045815681135565316), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
40,21,181,0.0,0.0,0.0,0.0,0.0,5.642905394103708,0.0,3,0.6,0.9181333333333334,2.0,1.0,0,0.2740049736858056,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.014547199229497257), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
40,22,137,0.0,0.0,0.0,0.0,0.0,5.203133959848674,0.0,3,0.6,0.9181333333333334,2.0,1.0,0,0.2728392598230245,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.013381485366716182), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
42,21,53,0.0,0.0,0.0,0.0,0.0,12.531062997532109,0.0,2,0.4,0.94875,2.0,1.0,0,0.2922635966473889,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.03280582219108051), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
49,21,67,0.0,0.0,0.0,0.0,0.0,5.655429686462156,0.0,2,0.4,0.9981,2.0,1.0,0,0.2740381721613921,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.014580397705083783), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
50,21,69,0.0,0.0,0.0,0.0,0.0,0.3078922425172065,0.0,2,0.4,0.99925,2.0,1.0,1,0.2598633121214096,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.0004055376651011978), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
55,21,17,-0.5454545454545454,1.2,-0.1199999999999999,0.0,0.0,6.392855500043406,-0.2158906870490533,5,1.0,0.7614,1.4545454545454546,0.6944444444444444,0,0.3023427562034944,"{'growth_rate': np.float64(0.013302752293577986), 'density_change': np.float64(0.05500000000000001), 'degree_change': np.float64(0.0569904761904762), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.016535111965050375), 'variance_drift': np.float64(0.000918686003035902), 'node_churn': np.float64(0.006651376146788993), 'structural_stability': np.float64(0.029832957957957963)}"
55,22,316,-0.2,0.2499999999999999,-0.0625,0.0,0.0,5.530133413253666,-0.7232481473792776,5,1.0,0.7614,1.8,0.9056603773584904,1,0.2749370471275762,"{'growth_rate': np.float64(0.024051987767584104), 'density_change': np.float64(0.03125), 'degree_change': np.float64(0.06071428571428572), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.014248271533948167), 'variance_drift': np.float64(0.0003242507761578112), 'node_churn': np.float64(0.012025993883792052), 'structural_stability': np.float64(0.009210861805201443)}"
55,23,27,0.0,0.0,0.0,-1.0,0.0,4.553267850168115,1.360654813081496,5,1.0,0.7614,2.0,1.0,0,0.1878623415693386,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.0), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.011658867947761888), 'variance_drift': np.float64(0.0027658140248526496), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
55,24,89,0.0,0.0,0.0,0.0,0.0,21.095382475590743,1.5697961082159948,5,1.0,0.7614,2.0,1.0,0,0.316804486799437,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.05550749211143564), 'variance_drift': np.float64(0.0030108502427924366), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
56,21,140,0.0,0.0,0.0,0.0,0.0,12.451846202161375,-0.602980195390403,5,1.0,0.84526,2.0,1.0,0,0.2913471448833771,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.03259584012008678), 'variance_drift': np.float64(0.0004651603180814447), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
56,22,396,0.0,0.0,0.0,0.0,0.0,20.61898173139872,1.4966679840269117,5,1.0,0.84526,2.0,1.0,0,0.3154559995435052,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.05424468396045918), 'variance_drift': np.float64(0.0029251711378370997), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
56,23,157,0.0,0.0,0.0,0.0,0.0,19.727213352945412,2.0611045664305068,5,1.0,0.84526,2.0,1.0,0,0.3137534761721749,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.05188084974982248), 'variance_drift': np.float64(0.0035864819771435604), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
56,24,177,0.0,0.0,0.0,0.0,0.0,10.231948058920263,0.1181020765463242,5,1.0,0.84526,2.0,1.0,0,0.2863076433345125,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.026711496940949257), 'variance_drift': np.float64(0.0013100019483542912), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
62,21,233,0.0,0.0,0.0,0.0,0.0,0.1927003524081505,0.0,3,0.6,0.9993666666666666,2.0,1.0,1,0.2595579699078855,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.00010019545157714204), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
62,22,233,0.0,0.0,0.0,0.0,0.0,0.2782794747546881,0.0,3,0.6,0.9993666666666666,2.0,1.0,1,0.2597848167685803,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.0003270423122719252), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
66,21,52,4.666666666666667,-0.8125,0.5441176470588235,0.0,0.0,3.6369618259328136,2.5393850328430907,2,0.4,0.8166,6.666666666666667,0.6886075949367089,0,0.5348048757599267,"{'growth_rate': np.float64(0.17548419979612642), 'density_change': np.float64(0.004687500000000001), 'degree_change': np.float64(0.1), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.009229991145405833), 'variance_drift': np.float64(0.0041468497253151874), 'node_churn': np.float64(0.08774209989806321), 'structural_stability': np.float64(0.030402839548409166)}"
71,21,126,0.0,0.0,0.0,0.0,0.0,11.74621488085061,0.0,2,0.4,0.9363,2.0,1.0,0,0.2901831788245644,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.030725404368256062), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
74,21,70,0.0,0.0,0.0,0.0,0.0,9.23345060235606,0.3781441510788804,5,1.0,0.76484,2.0,1.0,0,0.2839655726103603,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.02406475311812622), 'variance_drift': np.float64(0.0016146750470251948), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
74,22,109,0.0,0.0,0.0,0.0,0.0,10.06104597681974,0.2493280427679049,5,1.0,0.76484,2.0,1.0,0,0.2860083769103956,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.026258482236571717), 'variance_drift': np.float64(0.0014637502286150182), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
74,23,174,0.0,0.0,0.0,0.0,0.0,11.8066512792417,0.3610103379036097,5,1.0,0.76484,2.0,1.0,0,0.2907663497429023,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.03088560474038891), 'variance_drift': np.float64(0.0015946005573044765), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
74,24,248,-0.3333333333333333,0.5000000000000001,-0.2499999999999999,0.0,0.0,7.4303110660926,-0.8996705723557542,5,1.0,0.76484,1.6666666666666667,0.8,0,0.2779672633617532,"{'growth_rate': np.float64(0.019903160040774727), 'density_change': np.float64(0.037500000000000006), 'degree_change': np.float64(0.04857142857142858), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.019285123087104263), 'variance_drift': np.float64(0.00011754896842442945), 'node_churn': np.float64(0.009951580020387363), 'structural_stability': np.float64(0.01952702702702703)}"
79,21,237,0.0,0.0,0.0,0.0,0.0,11.098019375428386,0.0,3,0.6,0.9213666666666668,2.0,1.0,0,0.2884649897208472,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.029007215264538887), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
79,22,302,0.0,0.0,0.0,0.0,0.0,11.936966665417984,0.0,3,0.6,0.9213666666666668,2.0,1.0,0,0.2906888096643598,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.0312310352080515), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
82,21,113,0.2,-0.0686274509803921,0.1494252873563218,-0.8958333333333333,0.0,2.8582715177630846,1.814829891261987,4,0.8,0.8127249999999999,2.2,0.9322407815947056,1,0.2166518013868424,"{'growth_rate': np.float64(0.036498470948012236), 'density_change': np.float64(0.023284313725490197), 'degree_change': np.float64(0.07443897099069513), 'fraud_growth': np.float64(0.008838383838383847), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.0071658959897384295), 'variance_drift': np.float64(0.003297939176742353), 'node_churn': np.float64(0.01824923547400612), 'structural_stability': np.float64(0.006615680445652073)}"
82,22,37,1.0555555555555556,-0.3954480796586059,0.2162162162162161,-1.0,0.0,1.726723706774965,0.5122314840856925,4,0.8,0.8127249999999999,3.0555555555555554,0.8306419850334777,0,0.2492949013776721,"{'growth_rate': np.float64(0.06312011552837242), 'density_change': np.float64(0.015113798008534851), 'degree_change': np.float64(0.07876447876447878), 'fraud_growth': np.float64(0.0), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.004166472046018891), 'variance_drift': np.float64(0.001771775790484262), 'node_churn': np.float64(0.0315600577641862), 'structural_stability': np.float64(0.016535292677474646)}"
82,23,24,-0.972972972972973,-1.0,-1.0,0.0,-1.0,2.6340548591470863,-1.0,4,0.8,0.8127249999999999,1.027027027027027,0.5,0,0.1402376113323566,"{'growth_rate': np.float64(0.0), 'density_change': np.float64(0.0), 'degree_change': np.float64(0.0), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.0), 'feature_drift': np.float64(0.006571558916304176), 'variance_drift': np.float64(0.0), 'node_churn': np.float64(0.0), 'structural_stability': np.float64(0.04881756756756757)}"
84,21,119,0.0,0.0,0.0,0.0,0.0,10.994959229725117,0.0,5,1.0,0.89868,2.0,1.0,0,0.2881918054455883,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.028734030989279964), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
84,22,318,0.0,0.0,0.0,0.0,0.0,9.469105999600435,0.0,5,1.0,0.89868,2.0,1.0,0,0.2841471856172479,"{'growth_rate': np.float64(0.030275229357798167), 'density_change': np.float64(0.025), 'degree_change': np.float64(0.06476190476190477), 'fraud_growth': np.float64(0.08484848484848487), 'clustering_change': np.float64(0.038262910798122066), 'feature_drift': np.float64(0.02468941116093953), 'variance_drift': np.float64(0.0011716300110994528), 'node_churn': np.float64(0.015137614678899083), 'structural_stability': np.float64(0.0)}"
