pcid,timestep,community,growth_rate,density_change,degree_change,fraud_growth,clustering_change,feature_drift,variance_drift,lifetime,persistence,average_match_score,node_churn,structural_stability,is_fraud_community
39,22,217,-0.2,0.24999999999999994,-0.06250000000000006,0.0,0.0,14.523917060733364,1.3785339154703558,4,0.8,0.7692500000000001,1.8,0.9056603773584905,0
39,23,67,0.0,0.0,0.0,0.0,0.0,17.30573845515598,-0.6089577707848908,4,0.8,0.7692500000000001,2.0,1.0,0
40,21,181,0.0,0.0,0.0,0.0,0.0,5.642905394103708,0.0,3,0.6,0.9181333333333334,2.0,1.0,0
40,22,137,0.0,0.0,0.0,0.0,0.0,5.203133959848674,0.0,3,0.6,0.9181333333333334,2.0,1.0,0
42,21,53,0.0,0.0,0.0,0.0,0.0,12.531062997532109,0.0,2,0.4,0.94875,2.0,1.0,0
49,21,67,0.0,0.0,0.0,0.0,0.0,5.655429686462156,0.0,2,0.4,0.9981,2.0,1.0,0
50,21,69,0.0,0.0,0.0,0.0,0.0,0.3078922425172065,0.0,2,0.4,0.99925,2.0,1.0,1
55,21,17,-0.5454545454545454,1.2,-0.11999999999999993,0.0,0.0,6.392855500043406,-0.21589068704905337,5,1.0,0.7614,1.4545454545454546,0.6944444444444444,0
55,22,316,-0.2,0.24999999999999994,-0.06250000000000006,0.0,0.0,5.530133413253666,-0.7232481473792776,5,1.0,0.7614,1.8,0.9056603773584905,1
55,23,27,0.0,0.0,0.0,-1.0,0.0,4.553267850168115,1.360654813081496,5,1.0,0.7614,2.0,1.0,0
55,24,89,0.0,0.0,0.0,0.0,0.0,21.095382475590743,1.5697961082159948,5,1.0,0.7614,2.0,1.0,0
56,21,140,0.0,0.0,0.0,0.0,0.0,12.451846202161375,-0.602980195390403,5,1.0,0.84526,2.0,1.0,0
56,22,396,0.0,0.0,0.0,0.0,0.0,20.61898173139872,1.4966679840269117,5,1.0,0.84526,2.0,1.0,0
56,23,157,0.0,0.0,0.0,0.0,0.0,19.727213352945412,2.0611045664305068,5,1.0,0.84526,2.0,1.0,0
56,24,177,0.0,0.0,0.0,0.0,0.0,10.231948058920265,0.11810207654632421,5,1.0,0.84526,2.0,1.0,0
62,21,233,0.0,0.0,0.0,0.0,0.0,0.19270035240815056,0.0,3,0.6,0.9993666666666666,2.0,1.0,1
62,22,233,0.0,0.0,0.0,0.0,0.0,0.27827947475468817,0.0,3,0.6,0.9993666666666666,2.0,1.0,1
66,21,52,4.666666666666667,-0.8125,0.5441176470588235,0.0,0.0,3.6369618259328136,2.5393850328430907,2,0.4,0.8166,6.666666666666667,0.6886075949367089,0
71,21,126,0.0,0.0,0.0,0.0,0.0,11.74621488085061,0.0,2,0.4,0.9363,2.0,1.0,0
74,21,70,0.0,0.0,0.0,0.0,0.0,9.23345060235606,0.37814415107888044,5,1.0,0.76484,2.0,1.0,0
74,22,109,0.0,0.0,0.0,0.0,0.0,10.06104597681974,0.24932804276790496,5,1.0,0.76484,2.0,1.0,0
74,23,174,0.0,0.0,0.0,0.0,0.0,11.8066512792417,0.3610103379036097,5,1.0,0.76484,2.0,1.0,0
74,24,248,-0.3333333333333333,0.5000000000000001,-0.24999999999999994,0.0,0.0,7.4303110660925995,-0.8996705723557542,5,1.0,0.76484,1.6666666666666667,0.8,0
79,21,237,0.0,0.0,0.0,0.0,0.0,11.098019375428386,0.0,3,0.6,0.9213666666666667,2.0,1.0,0
79,22,302,0.0,0.0,0.0,0.0,0.0,11.936966665417984,0.0,3,0.6,0.9213666666666667,2.0,1.0,0
82,21,113,0.2,-0.06862745098039212,0.14942528735632188,-0.8958333333333333,0.0,2.8582715177630846,1.814829891261987,4,0.8,0.8127249999999999,2.2,0.9322407815947055,1
82,22,37,1.0555555555555556,-0.39544807965860596,0.21621621621621612,-1.0,0.0,1.726723706774965,0.5122314840856925,4,0.8,0.8127249999999999,3.0555555555555554,0.8306419850334777,0
82,23,24,-0.972972972972973,-1.0,-1.0,0.0,-1.0,2.6340548591470863,-1.0,4,0.8,0.8127249999999999,1.027027027027027,0.5,0
84,21,119,0.0,0.0,0.0,0.0,0.0,10.994959229725117,0.0,5,1.0,0.89868,2.0,1.0,0
84,22,318,0.0,0.0,0.0,0.0,0.0,9.469105999600437,0.0,5,1.0,0.89868,2.0,1.0,0
84,23,197,0.0,0.0,0.0,0.0,0.0,12.156280097169986,0.0,5,1.0,0.89868,2.0,1.0,0
84,24,127,0.0,0.0,0.0,0.0,0.0,10.629739254828376,0.0,5,1.0,0.89868,2.0,1.0,0
85,21,171,0.0,0.0,0.0,0.0,0.0,6.087379991337972,0.0,5,1.0,0.86014,2.0,1.0,1
85,22,476,0.0,0.0,0.0,0.0,0.0,6.787315150415627,0.0,5,1.0,0.86014,2.0,1.0,1
85,23,187,0.0,0.0,0.0,0.0,0.0,5.468537820172392,0.0,5,1.0,0.86014,2.0,1.0,1
85,24,192,0.0,0.0,0.0,0.0,0.0,5.540943599843178,0.0,5,1.0,0.86014,2.0,1.0,1
92,21,12,2.75,-0.7333333333333334,0.37777777777777793,0.0,0.0,8.618043954313729,-0.05893716889209696,4,0.8,0.7762249999999999,4.75,0.7297297297297297,0
92,22,25,-0.3333333333333333,0.5000000000000001,-0.1290322580645162,0.0,0.0,6.083238239286062,-0.8238526816023376,4,0.8,0.7762249999999999,1.6666666666666667,0.8266666666666667,0
92,23,99,-0.2,0.24999999999999994,-0.0277777777777778,0.0,0.0,19.515751592313713,9.309338725062787,4,0.8,0.7762249999999999,1.8,0.9152542372881356,0
93,21,76,0.0,0.0,0.0,0.0,0.0,0.6300149988174172,0.0,5,1.0,0.9905200000000001,2.0,1.0,1
93,22,524,0.0,0.0,0.0,0.0,0.0,0.7822003935635758,0.0,5,1.0,0.9905200000000001,2.0,1.0,1
93,23,202,0.0,0.0,0.0,0.0,0.0,1.014718621674063,0.0,5,1.0,0.9905200000000001,2.0,1.0,1
93,24,239,0.0,0.0,0.0,0.0,0.0,1.262703085488024,0.0,5,1.0,0.9905200000000001,2.0,1.0,1
95,21,99,0.0,0.0,0.0,0.0,0.0,5.113138675799526,0.0,2,0.4,0.96835,2.0,1.0,0
100,21,170,0.0,0.0,0.0,0.0,0.0,4.645019232726195,0.0,3,0.6,0.9288333333333334,2.0,1.0,0
100,22,159,0.0,0.0,0.0,0.0,0.0,4.538563338152045,0.0,3,0.6,0.9288333333333334,2.0,1.0,0
103,21,129,0.0,0.0,0.0,0.0,0.0,2.4971763285853283,-0.095458709065868,4,0.8,0.914225,2.0,1.0,1
103,22,460,0.0,0.0,0.0,0.0,0.0,3.2777453461844903,0.2718391685549233,4,0.8,0.914225,2.0,1.0,1
103,23,140,0.0,0.0,0.0,0.0,0.0,3.268153404359726,-0.7532174185344895,4,0.8,0.914225,2.0,1.0,1
110,21,61,0.0,0.0,0.0,0.0,0.0,12.808702620176454,0.0,2,0.4,0.94505,2.0,1.0,0
111,21,71,0.0,0.0,0.0,0.0,0.0,6.3098683106460545,-0.9116134873971696,3,0.6,0.8663666666666666,2.0,1.0,1
111,22,138,0.0,0.0,0.0,0.0,0.0,4.984072594103391,3.5797757594308264,3,0.6,0.8663666666666666,2.0,1.0,1
114,21,29,0.0,0.0,0.0,0.0,0.0,5.2710247372001415,0.0,2,0.4,0.9498,2.0,1.0,0
119,21,162,0.0,0.0,0.0,0.0,0.0,5.590251124185644,0.0,2,0.4,0.91455,2.0,1.0,1
121,21,73,0.0,0.0,0.0,0.0,0.0,5.564335115713317,-0.3527132914176937,5,1.0,0.81692,2.0,1.0,0
121,22,118,0.0,0.0,0.0,0.0,0.0,6.0345406489997675,1.1865203733438603,5,1.0,0.81692,2.0,1.0,0
121,23,118,0.3333333333333333,-0.24999999999999994,0.12500000000000006,0.0,0.0,5.715562641928549,-0.7446775201606349,5,1.0,0.81692,2.3333333333333335,0.8888888888888888,0
121,24,51,1.0,-0.5,0.16666666666666666,0.0,0.0,2.44173457882356,0.8480468518566712,5,1.0,0.81692,3.0,0.8181818181818181,0
126,21,231,0.0,0.0,0.0,0.0,0.0,4.195753757612025,0.0,3,0.6,0.9089999999999999,2.0,1.0,0
126,22,48,0.0,0.0,0.0,0.0,0.0,5.082754050030731,0.0,3,0.6,0.9089999999999999,2.0,1.0,0
127,21,220,0.0,0.0,0.0,0.0,0.0,10.049788796777833,0.0,3,0.6,0.9557666666666668,2.0,1.0,1
127,22,219,0.0,0.0,0.0,0.0,0.0,1.534315472909817,0.0,3,0.6,0.9557666666666668,2.0,1.0,1
130,21,95,0.0,0.0,0.0,0.0,0.0,0.8914519582655319,0.0,3,0.6,0.9937,2.0,1.0,1
130,22,487,0.0,0.0,0.0,0.0,0.0,0.5168334681802296,0.0,3,0.6,0.9937,2.0,1.0,1
132,21,163,0.0,0.0,0.0,0.0,0.0,9.714501963082252,0.0,3,0.6,0.9544999999999999,2.0,1.0,0
132,22,227,0.0,0.0,0.0,0.0,0.0,7.232241762695002,0.0,3,0.6,0.9544999999999999,2.0,1.0,0
134,21,198,0.0,0.0,0.0,0.0,0.0,1.7989087102596282,0.0,3,0.6,0.9753333333333334,2.0,1.0,1
134,22,272,0.0,0.0,0.0,0.0,0.0,1.8395227142760158,0.0,3,0.6,0.9753333333333334,2.0,1.0,1
136,21,5,0.0,0.0,0.0,0.0,0.0,5.933409262614465,0.0,3,0.6,0.9165666666666666,2.0,1.0,0
136,22,341,0.0,0.0,0.0,0.0,0.0,3.8164593917389475,0.0,3,0.6,0.9165666666666666,2.0,1.0,0
137,21,41,0.0,0.0,0.0,0.0,0.0,9.753792030495807,0.6512626687557778,5,1.0,0.8477600000000001,2.0,1.0,0
137,22,195,0.0,0.0,0.2500000000000001,0.0,0.0,22.05442157258936,-0.34246824422039485,5,1.0,0.8477600000000001,2.0,0.9230769230769229,0
137,23,120,0.0,0.0,-0.20000000000000007,0.0,0.0,16.88240505401398,0.7838343773057662,5,1.0,0.8477600000000001,2.0,0.9375,0
137,24,132,0.0,0.0,0.0,0.0,0.0,22.960372002454584,1.8206719462898644,5,1.0,0.8477600000000001,2.0,1.0,0
138,21,85,0.0,0.0,0.0,0.0,0.0,13.238967609170285,0.0,2,0.4,0.92625,2.0,1.0,0
141,21,165,0.0,0.0,0.0,0.0,0.0,15.163154955672674,0.0,2,0.4,0.879,2.0,1.0,0
142,21,58,0.0,0.0,0.0,0.0,0.0,4.767008756733611,0.0,2,0.4,0.97095,2.0,1.0,0
147,21,117,0.0,0.0,0.0,0.0,0.0,9.13139508422579,0.0,3,0.6,0.8967333333333333,2.0,1.0,0
147,22,375,0.0,0.0,0.0,0.0,0.0,6.49930550129793,0.0,3,0.6,0.8967333333333333,2.0,1.0,0
148,21,44,0.0,0.0,0.0,0.0,0.0,3.9847565327062684,0.25908889348775627,3,0.6,0.8957,2.0,1.0,1
148,22,128,0.0,0.0,0.0,0.0,0.0,4.104804928237596,1.1964945935613285,3,0.6,0.8957,2.0,1.0,1
151,21,177,0.0,0.0,0.0,0.0,0.0,11.350402475752674,0.0,4,0.8,0.8848750000000001,2.0,1.0,0
151,22,426,0.0,0.0,0.0,0.0,0.0,12.197324960267618,0.0,4,0.8,0.8848750000000001,2.0,1.0,0
151,23,176,0.0,0.0,0.0,0.0,0.0,8.613075421566764,0.0,4,0.8,0.8848750000000001,2.0,1.0,0
156,21,89,0.0,0.0,0.0,0.0,0.0,11.689695889316376,-0.3015975660660765,3,0.6,0.8133333333333334,2.0,1.0,0
156,22,9,0.0,0.0,0.0,0.0,0.0,8.585851777913984,1.0823843006548428,3,0.6,0.8133333333333334,2.0,1.0,0
158,21,108,0.0,0.0,0.0,0.0,0.0,3.634872516020982,0.0,2,0.4,0.9662,2.0,1.0,0
159,21,235,0.0,0.0,0.0,0.0,0.0,5.292999010100898,0.0,4,0.8,0.9442999999999999,2.0,1.0,0
159,22,419,0.0,0.0,0.0,0.0,0.0,3.021611380473533,0.0,4,0.8,0.9442999999999999,2.0,1.0,0
159,23,84,0.0,0.0,0.0,0.0,0.0,3.1090491706268835,0.0,4,0.8,0.9442999999999999,2.0,1.0,0
161,21,56,0.0,0.0,0.0,0.0,0.0,8.124070061664218,27.73821074119433,5,1.0,0.8736600000000001,2.0,1.0,0
161,22,18,5.2,-0.8387096774193549,0.24999999999999994,0.0,0.0,4.761239680632781,0.2951492966972863,5,1.0,0.8736600000000001,7.2,0.7337278106508877,1
161,23,12,-0.03225806451612903,0.03333333333333335,0.0,0.03333333333333335,0.0,8.953781305997133,0.37192208136855137,5,1.0,0.8736600000000001,1.967741935483871,0.989010989010989,1
161,24,17,0.3333333333333333,-0.24999999999999994,0.02499999999999991,0.5000000000000001,0.0,7.666952831449784,-0.48866864883509753,5,1.0,0.8736600000000001,2.3333333333333335,0.9160305343511451,1
165,21,204,0.0,0.0,0.0,0.0,0.0,2.2982532624298253,0.0,3,0.6,0.9335,2.0,1.0,0
165,22,351,0.0,0.0,0.0,0.0,0.0,5.756342725610588,0.0,3,0.6,0.9335,2.0,1.0,0
166,21,115,0.0,0.0,0.0,0.0,0.0,5.75460090287532,0.0,3,0.6,0.9367333333333333,2.0,1.0,1
166,22,49,0.0,0.0,0.0,0.0,0.0,3.1241099260316982,0.0,3,0.6,0.9367333333333333,2.0,1.0,1
171,21,21,0.0,0.0,0.0,0.0,0.0,14.62501122125523,0.0,2,0.4,0.8673500000000001,2.0,1.0,0
174,21,59,0.0,0.0,0.0,0.0,0.0,13.910595846508434,0.0,2,0.4,0.8593500000000001,2.0,1.0,0
176,21,187,0.0,0.0,0.0,0.0,0.0,15.46146349340506,0.0,3,0.6,0.8832999999999999,2.0,1.0,0
176,22,57,0.0,0.0,0.0,0.0,0.0,15.951845500270872,0.0,3,0.6,0.8832999999999999,2.0,1.0,0
177,21,31,0.0,0.0,0.0,0.0,0.0,4.911282555211709,0.0,2,0.4,0.9533,2.0,1.0,0
178,21,10,0.0,0.0,0.0,0.0,0.0,8.288852257405313,0.0,3,0.6,0.9132666666666666,2.0,1.0,0
178,22,459,0.0,0.0,0.0,0.0,0.0,3.1755520096749263,0.0,3,0.6,0.9132666666666666,2.0,1.0,0
180,21,32,0.0,0.0,0.0,0.0,0.0,18.140137316203536,0.0,5,1.0,0.92034,2.0,1.0,0
180,22,355,0.0,0.0,0.0,0.0,0.0,14.63006760990453,0.0,5,1.0,0.92034,2.0,1.0,0
180,23,38,0.0,0.0,0.0,0.0,0.0,4.582750522740141,0.0,5,1.0,0.92034,2.0,1.0,0
180,24,202,0.0,0.0,0.0,0.0,0.0,7.504260596476645,0.0,5,1.0,0.92034,2.0,1.0,0
182,21,68,0.0,0.0,0.0,0.0,0.0,4.111161127582213,0.0,3,0.6,0.9771666666666667,2.0,1.0,0
182,22,210,0.0,0.0,0.0,0.0,0.0,1.809052102604871,0.0,3,0.6,0.9771666666666667,2.0,1.0,0
183,21,174,0.0,0.0,0.0,0.0,0.0,3.417659953655992,0.0,3,0.6,0.9592333333333333,2.0,1.0,0
183,22,388,0.0,0.0,0.0,0.0,0.0,4.159215582988283,0.0,3,0.6,0.9592333333333333,2.0,1.0,0
184,21,215,0.0,0.0,0.0,0.0,0.0,1.524024731737403,0.0,2,0.4,0.9862500000000001,2.0,1.0,1
187,21,184,0.0,0.0,0.0,0.0,0.0,9.734305675543265,0.0,3,0.6,0.8986666666666667,2.0,1.0,0
187,22,348,0.0,0.0,0.0,0.0,0.0,6.109111170781128,0.0,3,0.6,0.8986666666666667,2.0,1.0,0
191,21,96,0.0,0.0,0.0,0.0,0.0,7.631699694296248,-0.2889053305283285,5,1.0,0.7872799999999999,2.0,1.0,1
191,22,467,0.0,0.0,0.0,0.0,0.0,3.577803152820378,-0.12189412921911964,5,1.0,0.7872799999999999,2.0,1.0,1
191,23,132,0.0,0.0,0.0,0.0,0.0,8.720540662647377,3.440531270857844,5,1.0,0.7872799999999999,2.0,1.0,1
191,24,32,0.0,0.0,0.0,-1.0,0.0,10.374741149806486,0.8634686790782493,5,1.0,0.7872799999999999,2.0,1.0,0
194,21,14,0.0,0.0,0.0,0.0,0.0,4.9147832391000135,0.0,2,0.4,0.9551499999999999,2.0,1.0,0
197,21,102,0.0,0.0,0.0,0.0,0.0,7.538327465994762,0.0,2,0.4,0.87095,2.0,1.0,1
202,21,232,0.0,0.0,0.0,0.0,0.0,0.31533059329100926,0.0,3,0.6,0.9992666666666667,2.0,1.0,1
202,22,208,0.0,0.0,0.0,0.0,0.0,0.2383074799277352,0.0,3,0.6,0.9992666666666667,2.0,1.0,1
204,21,216,0.0,0.0,0.0,0.0,0.0,13.469972076168402,0.0,3,0.6,0.9074666666666666,2.0,1.0,0
204,22,201,0.0,0.0,0.0,0.0,0.0,9.101997089150963,0.0,3,0.6,0.9074666666666666,2.0,1.0,0
205,21,173,0.0,0.0,0.0,0.0,0.0,2.4762306952852198,0.0,3,0.6,0.9379666666666666,2.0,1.0,0
205,22,418,0.0,0.0,0.0,0.0,0.0,4.8868371822321,0.0,3,0.6,0.9379666666666666,2.0,1.0,0
206,21,208,0.0,0.0,0.0,0.0,0.0,2.5599224686476667,0.0,3,0.6,0.9691000000000001,2.0,1.0,0
206,22,102,0.0,0.0,0.0,0.0,0.0,3.620801463484863,0.0,3,0.6,0.9691000000000001,2.0,1.0,0
208,21,92,0.0,0.0,0.0,0.0,0.0,19.71679788850638,0.0,3,0.6,0.9218666666666667,2.0,1.0,0
208,22,145,0.0,0.0,0.0,0.0,0.0,9.880735518305977,0.0,3,0.6,0.9218666666666667,2.0,1.0,0
212,21,34,2.25,-0.6923076923076923,0.2820512820512821,0.0,0.0,2.507274576623783,2.239436870294547,5,1.0,0.7801,4.25,0.7548387096774194,0
212,22,121,1.5384615384615385,-0.48295454545454547,0.3393939393939393,0.0,0.0,3.3414298582944637,0.6797113905753644,5,1.0,0.7801,3.5384615384615383,0.7848577940739273,0
212,23,82,0.0,-0.11904761904761912,-0.10588235294117639,0.0,-1.0,4.021045473590699,0.714682063767341,5,1.0,0.7801,2.0,0.7100709407942717,0
212,24,11,-0.12121212121212122,-0.015843429636533003,-0.16152450090744105,0.0,0.0,12.855242079317348,0.9348364574342073,5,1.0,0.7801,1.878787878787879,0.9441777173996942,0
214,21,142,0.0,0.0,0.0,0.0,0.0,17.841021498983768,0.0,5,1.0,0.8680200000000001,2.0,1.0,0
214,22,74,0.0,0.0,0.0,0.0,0.0,5.457803100192565,0.0,5,1.0,0.8680200000000001,2.0,1.0,0
214,23,70,0.0,0.0,0.0,0.0,0.0,4.460801509860653,0.0,5,1.0,0.8680200000000001,2.0,1.0,0
214,24,249,0.0,0.0,0.0,0.0,0.0,5.797835296124538,0.0,5,1.0,0.8680200000000001,2.0,1.0,0
219,21,134,0.0,0.0,0.0,0.0,0.0,1.351821885150108,0.0,2,0.4,0.9903500000000001,2.0,1.0,1
220,21,161,0.0,0.0,0.0,0.0,0.0,2.250781620431802,0.0,2,0.4,0.9763999999999999,2.0,1.0,1
221,21,64,0.0,0.0,0.0,0.0,0.0,7.622421190074553,0.0,3,0.6,0.9084,2.0,1.0,0
221,22,160,0.0,0.0,0.0,0.0,0.0,6.617953063842343,0.0,3,0.6,0.9084,2.0,1.0,0
223,21,189,0.0,0.0,0.0,0.0,0.0,0.3197081842817821,0.0,2,0.4,0.99915,2.0,1.0,1
224,21,149,0.0,0.0,0.0,0.0,0.0,0.65263725588944,0.0,3,0.6,0.9947333333333334,2.0,1.0,1
224,22,330,0.0,0.0,0.0,0.0,0.0,1.0002004801937538,0.0,3,0.6,0.9947333333333334,2.0,1.0,1
225,21,48,0.0,0.0,0.0,0.0,0.0,4.616188562820498,0.0,3,0.6,0.9725666666666667,2.0,1.0,0
225,22,399,0.0,0.0,0.0,0.0,0.0,0.8693881868638658,0.0,3,0.6,0.9725666666666667,2.0,1.0,0
229,21,180,0.0,0.0,0.0,0.0,0.0,6.87745224383804,0.0,2,0.4,0.9168000000000001,2.0,1.0,0
231,21,212,0.0,0.0,0.0,0.0,0.0,3.358652138790069,0.0,2,0.4,0.9662999999999999,2.0,1.0,0
232,21,27,0.0,0.0,0.0,0.0,0.0,3.518959074236023,0.23383770274647267,4,0.8,0.9259499999999999,2.0,1.0,1
232,22,508,0.0,0.0,0.0,0.0,0.0,2.339205080533817,0.11623653388594483,4,0.8,0.9259499999999999,2.0,1.0,1
232,23,171,0.0,0.0,0.0,0.0,0.0,3.6673746323651,-0.10279382816051608,4,0.8,0.9259499999999999,2.0,1.0,1
233,21,203,0.0,0.0,0.0,0.0,0.0,4.289414046811561,0.0,3,0.6,0.9393333333333334,2.0,1.0,1
233,22,282,0.0,0.0,0.0,0.0,0.0,4.16635517734141,0.0,3,0.6,0.9393333333333334,2.0,1.0,1
234,21,139,0.0,0.0,0.0,0.0,0.0,12.026572226227229,0.0,5,1.0,0.8778600000000001,2.0,1.0,0
234,22,353,0.0,0.0,0.0,0.0,0.0,11.093005315224296,0.0,5,1.0,0.8778600000000001,2.0,1.0,0
234,23,92,0.0,0.0,0.0,0.0,0.0,13.69090336941813,0.0,5,1.0,0.8778600000000001,2.0,1.0,0
234,24,220,0.0,0.0,0.0,0.0,0.0,11.026873102503751,0.0,5,1.0,0.8778600000000001,2.0,1.0,0
237,21,39,0.0,0.0,0.0,0.0,0.0,3.8506029525868684,0.0,2,0.4,0.98295,2.0,1.0,0
238,21,15,0.0,0.0,0.0,0.0,0.0,4.775188744471009,-0.6985292276925755,3,0.6,0.9104333333333333,2.0,1.0,1
238,22,411,0.0,0.0,0.0,0.0,0.0,2.5426826392214084,0.1827482315706024,3,0.6,0.9104333333333333,2.0,1.0,1
240,21,94,0.0,0.0,0.0,0.0,0.0,4.283711088264012,0.0,3,0.6,0.9392999999999999,2.0,1.0,0
240,22,224,0.0,0.0,0.0,0.0,0.0,3.9456769668518987,0.0,3,0.6,0.9392999999999999,2.0,1.0,0
248,21,114,0.0,0.0,0.0,0.0,0.0,13.298610405576484,-0.06321372363943974,3,0.6,0.8651,2.0,1.0,0
248,22,235,0.0,0.0,0.0,0.0,0.0,11.33138342731612,0.4098018544262787,3,0.6,0.8651,2.0,1.0,0
253,21,132,0.0,0.0,0.0,0.0,0.0,14.269478165932474,0.0,2,0.4,0.92665,2.0,1.0,0
254,21,205,0.0,0.0,0.0,0.0,0.0,11.43069068830137,9.587807541629564,4,0.8,0.85185,2.0,1.0,0
254,22,410,0.0,0.0,0.0,0.0,0.0,11.086057985027825,-0.9280926176377899,4,0.8,0.85185,2.0,1.0,0
254,23,150,0.0,0.0,0.0,0.0,0.0,4.930248321431676,0.598516656385328,4,0.8,0.85185,2.0,1.0,0
257,21,206,0.0,0.0,0.0,0.0,0.0,17.66768855256712,0.0,5,1.0,0.85396,2.0,1.0,0
257,22,455,0.0,0.0,0.0,0.0,0.0,13.518352478487772,0.0,5,1.0,0.85396,2.0,1.0,0
257,23,158,0.0,0.0,0.0,0.0,0.0,19.213209199546846,0.0,5,1.0,0.85396,2.0,1.0,0
257,24,64,0.0,0.0,0.0,0.0,0.0,16.68914897015592,0.0,5,1.0,0.85396,2.0,1.0,0
258,21,101,0.0,0.0,0.0,0.0,0.0,0.23470316761826746,0.0,2,0.4,0.9996,2.0,1.0,1
260,21,107,0.0,0.0,0.0,0.0,0.0,0.1675069673072103,0.0,2,0.4,0.9998,2.0,1.0,1
261,21,133,0.0,0.0,0.0,0.0,0.0,6.451120972039068,0.0,5,1.0,0.92978,2.0,1.0,0
261,22,523,0.0,0.0,0.0,0.0,0.0,10.313917804876446,0.0,5,1.0,0.92978,2.0,1.0,0
261,23,205,0.0,0.0,0.0,0.0,0.0,13.620473288758879,0.0,5,1.0,0.92978,2.0,1.0,0
261,24,35,0.0,0.0,0.0,0.0,0.0,9.56935273957262,0.0,5,1.0,0.92978,2.0,1.0,0
262,21,145,0.0,0.0,0.0,0.0,0.0,18.95059804214121,0.0,4,0.8,0.88805,2.0,1.0,0
262,22,480,0.0,0.0,0.0,0.0,0.0,9.64385051494876,0.0,4,0.8,0.88805,2.0,1.0,0
262,23,135,0.0,0.0,0.0,0.0,0.0,12.027934956038534,0.0,4,0.8,0.88805,2.0,1.0,0
263,21,75,0.0,0.0,0.0,0.0,0.0,4.649093977610266,0.0,3,0.6,0.9566333333333333,2.0,1.0,0
263,22,293,0.0,0.0,0.0,0.0,0.0,2.936134069477288,0.0,3,0.6,0.9566333333333333,2.0,1.0,0
